RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
11,11,2020-09-18 05:41:15.0905215,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,32,WIN-2IH1TBB9I4Q,0,,A new process has been created,-\-,,Parent process: C:\Windows\System32\smss.exe,PID: 0x208,Parent PID: 0x1A8,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\System32\wininit.exe ",False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x208""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\wininit.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x1A8""},{""@Name"":""CommandLine""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\smss.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
12,12,2020-09-18 05:41:15.1569163,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,32,WIN-2IH1TBB9I4Q,0,,A new process has been created,-\-,,Parent process: C:\Windows\System32\smss.exe,PID: 0x238,Parent PID: 0x1EC,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\System32\winlogon.exe ",False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x238""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\winlogon.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x1EC""},{""@Name"":""CommandLine""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\smss.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
13,13,2020-09-18 05:41:15.3835748,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,32,WIN-2IH1TBB9I4Q,0,,A new process has been created,-\-,,Parent process: C:\Windows\System32\wininit.exe,PID: 0x27C,Parent PID: 0x208,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\System32\services.exe ",False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x27C""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\services.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x208""},{""@Name"":""CommandLine""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\wininit.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
14,14,2020-09-18 05:41:15.6053540,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,100,WIN-2IH1TBB9I4Q,0,,A new process has been created,-\-,,Parent process: C:\Windows\System32\wininit.exe,PID: 0x294,Parent PID: 0x208,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\System32\lsass.exe ",False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x294""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\lsass.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x208""},{""@Name"":""CommandLine""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\wininit.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
15,15,2020-09-18 05:41:15.9368582,4608,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,Windows is starting up,,,,,,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":""""}"
16,16,2020-09-18 05:41:15.9691569,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,Successful logon,-\-,- (-),Target: NT AUTHORITY\SYSTEM,LogonType 0,LogonId: 0x3E7,AuthenticationPackageName: -,LogonProcessName: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""SYSTEM""},{""@Name"":""TargetDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""LogonType"",""#text"":""0""},{""@Name"":""LogonProcessName"",""#text"":""-""},{""@Name"":""AuthenticationPackageName"",""#text"":""-""},{""@Name"":""WorkstationName"",""#text"":""-""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x4""},{""@Name"":""ProcessName""},{""@Name"":""IpAddress"",""#text"":""-""},{""@Name"":""IpPort"",""#text"":""-""},{""@Name"":""ImpersonationLevel"",""#text"":""-""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
17,17,2020-09-18 05:41:16.6230205,4902,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,716,WIN-2IH1TBB9I4Q,0,,,,,,,,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""PuaCount"",""#text"":""0""},{""@Name"":""PuaPolicyId"",""#text"":""0x16993""}]}}"
18,18,2020-09-18 05:41:16.7053092,4717,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,System security access was granted to an account,\MINWINPC$ (S-1-5-18),,TargetSID: S-1-5-80-3169285310-278349998-1452333686-3865143136-4212226833,AccessGranted: SeServiceLogonRight,,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""MINWINPC$""},{""@Name"":""SubjectDomainName""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-80-3169285310-278349998-1452333686-3865143136-4212226833""},{""@Name"":""AccessGranted"",""#text"":""SeServiceLogonRight""}]}}"
19,19,2020-09-18 05:41:16.8149890,4731,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,A security-enabled local group was created,\MINWINPC$ (S-1-5-18),,Target: Builtin\Remote Desktop Users (S-1-5-32-555),SubjectLogonId: 0x3E7,SamAccountName: Remote Desktop Users,SidHistory: -,PrivilegeList: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Remote Desktop Users""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-555""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""MINWINPC$""},{""@Name"":""SubjectDomainName""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Remote Desktop Users""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
20,20,2020-09-18 05:41:16.8151121,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,A security-enabled local group was changed,\MINWINPC$ (S-1-5-18),,Target: Builtin\Remote Desktop Users (S-1-5-32-555),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Remote Desktop Users""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-555""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""MINWINPC$""},{""@Name"":""SubjectDomainName""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
21,21,2020-09-18 05:41:16.8153935,4731,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,A security-enabled local group was created,\MINWINPC$ (S-1-5-18),,Target: Builtin\Network Configuration Operators (S-1-5-32-556),SubjectLogonId: 0x3E7,SamAccountName: Network Configuration Operators,SidHistory: -,PrivilegeList: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Network Configuration Operators""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-556""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""MINWINPC$""},{""@Name"":""SubjectDomainName""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Network Configuration Operators""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
22,22,2020-09-18 05:41:16.8154430,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,664,WIN-2IH1TBB9I4Q,0,,A security-enabled local group was changed,\MINWINPC$ (S-1-5-18),,Target: Builtin\Network Configuration Operators (S-1-5-32-556),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Network Configuration Operators""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-556""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""MINWINPC$""},{""@Name"":""SubjectDomainName""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
