RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
11,13965,2023-08-19 00:55:06.8592870,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""SPOOKYTOWN$""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(cert):name=02imkalddtoprujp;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
12,13966,2023-08-19 00:55:06.8593441,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""SPOOKYTOWN$""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetName"",""#text"":""WindowsLive:target=virtualapp/didlogical""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""1""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""0""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
13,13967,2023-08-19 00:55:06.8608089,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4166205599-1656642011-1382607969-1001""},{""@Name"":""SubjectUserName"",""#text"":""rp01""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKYTOWN""},{""@Name"":""SubjectLogonId"",""#text"":""0x835A6""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(token):name=02sjbinrkdkvjgjl;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
14,13968,2023-08-19 00:55:06.8610406,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4166205599-1656642011-1382607969-1001""},{""@Name"":""SubjectUserName"",""#text"":""rp01""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKYTOWN""},{""@Name"":""SubjectLogonId"",""#text"":""0x835A6""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(cert):name=02sjbinrkdkvjgjl;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
15,13969,2023-08-19 00:55:06.8610867,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4166205599-1656642011-1382607969-1001""},{""@Name"":""SubjectUserName"",""#text"":""rp01""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKYTOWN""},{""@Name"":""SubjectLogonId"",""#text"":""0x835A6""},{""@Name"":""TargetName"",""#text"":""WindowsLive:target=virtualapp/didlogical""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""1""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""0""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
16,13970,2023-08-19 00:55:06.8666061,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(token):name=02ayjetvoebuxfku;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
17,13971,2023-08-19 00:55:06.8669261,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,5408,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(cert):name=02ayjetvoebuxfku;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
18,13972,2023-08-19 00:55:06.8669928,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,5408,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""WindowsLive:target=virtualapp/didlogical""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""1""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""0""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
19,13973,2023-08-19 00:55:06.8683172,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,5408,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""MicrosoftAccount:user=02ayjetvoebuxfku""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
20,13974,2023-08-19 00:55:06.8684070,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(token):name=02ayjetvoebuxfku;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
21,13975,2023-08-19 00:55:06.8685756,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,5408,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(cert):name=02ayjetvoebuxfku;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
22,13976,2023-08-19 00:55:06.9002887,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,6512,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""TargetName"",""#text"":""MicrosoftAccount:user=02ayjetvoebuxfku""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
23,13977,2023-08-19 00:55:06.9232047,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,6512,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4166205599-1656642011-1382607969-1001""},{""@Name"":""SubjectUserName"",""#text"":""rp01""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKYTOWN""},{""@Name"":""SubjectLogonId"",""#text"":""0x83574""},{""@Name"":""TargetName"",""#text"":""MicrosoftAccount:user=02sjbinrkdkvjgjl""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
24,13978,2023-08-19 00:55:06.9232832,5379,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,6512,Spookytown,0,,,,,,,,,,,,False,D:\NTU\CTF\DeadFace\Misc\MALUM\Maybehere.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4166205599-1656642011-1382607969-1001""},{""@Name"":""SubjectUserName"",""#text"":""rp01""},{""@Name"":""SubjectDomainName"",""#text"":""SPOOKYTOWN""},{""@Name"":""SubjectLogonId"",""#text"":""0x83574""},{""@Name"":""TargetName"",""#text"":""WindowsLive:(token):name=02sjbinrkdkvjgjl;serviceuri=*""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""CountOfCredentialsReturned"",""#text"":""0""},{""@Name"":""ReadOperation"",""#text"":""%%8100""},{""@Name"":""ReturnCode"",""#text"":""3221226021""},{""@Name"":""ProcessCreationTime"",""#text"":""2023-08-19 00:55:06.4652473""},{""@Name"":""ClientProcessId"",""#text"":""6740""}]}}"
